#timestamp tx ty tz qx qy qz qw
1578862389.071873900 -2.189097896 -4.600979789 0.419452193 0.661292162 -0.549361696 0.281440300 -0.426246127
1578862389.434000499 -1.985128181 -4.562618997 0.442820996 0.656303409 -0.544660442 0.288207632 -0.435370186
1578862389.697195400 -1.732220268 -4.519741100 0.464264579 0.650477801 -0.541400901 0.294727081 -0.443733753
1578862390.092921050 -1.587245166 -4.500603428 0.482653775 0.647221563 -0.541716670 0.296771693 -0.446736902
1578862390.324383749 -1.435126788 -4.494532947 0.506420015 0.649830701 -0.544496964 0.294137008 -0.441278298
1578862390.718243000 -1.336210272 -4.450815918 0.503938960 0.657524269 -0.546495150 0.271079714 -0.442177200
1578862390.817173949 -1.197448302 -4.423939088 0.506566207 0.661993107 -0.544455492 0.254971481 -0.447574449
1578862391.179300750 -1.046776289 -4.378794260 0.523973857 0.689051564 -0.511651408 0.218403801 -0.464457273
1578862391.509694549 -0.975034353 -4.340891344 0.492241950 0.726695312 -0.451389665 0.210336712 -0.473201608
1578862391.871820900 -0.790643761 -4.261144133 0.488706631 0.771135032 -0.370730176 0.179423734 -0.485506975
1578862391.970752100 -0.734393053 -4.230635243 0.477277098 0.784926524 -0.344925641 0.167212124 -0.486782045
1578862392.267546500 -0.652893786 -4.171150208 0.454843175 0.825296812 -0.260385376 0.139879037 -0.481163676
1578862392.332878750 -0.646958837 -4.157772296 0.439917254 0.832658102 -0.242470513 0.134912247 -0.479256947
1578862392.530741499 -0.542836430 -4.072434699 0.420039450 0.848797969 -0.194518314 0.111472845 -0.478830281
1578862392.991799650 -0.399573028 -3.904651896 0.402921871 0.864435092 -0.108452174 0.054842053 -0.487834446
1578862393.353925800 -0.345386000 -3.772275951 0.370220640 0.875910423 -0.057799675 0.025850732 -0.478301022
1578862393.749651649 -0.326493885 -3.628982043 0.344804033 0.886377228 -0.015969571 0.004277845 -0.462668438
1578862394.111778250 -0.330281361 -3.501114590 0.328686286 0.883885741 0.016960520 -0.011112108 -0.467263158
1578862394.408572549 -0.323777470 -3.338652803 0.308006214 0.892301342 0.035930215 -0.022914432 -0.449424370
1578862394.770699100 -0.335265666 -3.133760200 0.292642181 0.889448488 0.047723229 -0.042523252 -0.452543537
1578862395.033893849 -0.355599751 -3.022389769 0.279615045 0.887615207 0.051188057 -0.057640138 -0.454088803
1578862395.330688299 -0.393975811 -2.861685323 0.254167855 0.889955414 0.061353501 -0.062258511 -0.447592435
1578862395.593883200 -0.432930847 -2.711223851 0.260524781 0.882917234 0.067770470 -0.066881322 -0.459772999
1578862395.989608999 -0.505500466 -2.461950542 0.250495640 0.885934546 0.077105386 -0.071015151 -0.451809238
1578862396.054941200 -0.515918248 -2.416137559 0.235090806 0.885193980 0.077914102 -0.073200690 -0.452772204
1578862396.515999099 -0.618176993 -2.138292552 0.251156527 0.872108953 0.079680982 -0.084530305 -0.475322568
1578862396.614930749 -0.637891501 -2.069348731 0.246713641 0.872743921 0.079710478 -0.086970915 -0.473709138
1578862397.010656300 -0.719916116 -1.830561610 0.257104049 0.868890586 0.081166978 -0.093480645 -0.479272824
1578862397.075988600 -0.732731688 -1.788383396 0.258480239 0.867766459 0.080757035 -0.092080223 -0.481643962
1578862397.372782949 -0.787041262 -1.641718292 0.265512651 0.859634718 0.078524547 -0.097460647 -0.495341770
1578862397.635977749 -0.830667341 -1.502157466 0.283277452 -0.853797364 -0.078845068 0.095107569 0.505735175
1578862397.998104500 -0.878451949 -1.323327297 0.324188885 -0.849694318 -0.076993960 0.098189499 0.512299052
1578862398.393829950 -0.929888513 -1.096234938 0.373790779 -0.836975872 -0.078226030 0.099888915 0.532329112
1578862398.854887800 -0.973240089 -0.840748001 0.417459888 -0.835356618 -0.080108305 0.104490069 0.533707604
1578862398.953819700 -0.973889977 -0.802407258 0.406630045 -0.837859555 -0.080644877 0.107099485 0.529166770
1578862399.315946049 -1.004317304 -0.595908681 0.425666593 -0.847947640 -0.086157991 0.104394744 0.512506915
1578862399.579141100 -1.011276903 -0.457986640 0.468429856 -0.847002758 -0.088160094 0.103052529 0.513998348
1578862399.974866749 -1.010954402 -0.301565814 0.532907366 -0.829655464 -0.086962217 0.109655138 0.540449013
1578862400.172729500 -1.015990385 -0.258516436 0.511286025 -0.822035032 -0.084813478 0.119544093 0.550249298
1578862400.534856100 -1.019923781 -0.073253593 0.549928604 -0.827091916 -0.076869147 0.143943222 0.537857273
1578862400.831650550 -1.016660646 -0.034318987 0.562999090 -0.834550225 -0.074855879 0.201524124 0.507257870
1578862400.896982399 -1.008508920 0.046005818 0.567814856 -0.834443222 -0.078232706 0.214236971 0.501683838
1578862401.227376600 -1.016328081 0.201058063 0.602979875 0.827464955 0.114740233 -0.279451791 -0.473331938
1578862401.358040700 -1.014353970 0.224922203 0.591226869 0.825973674 0.146881746 -0.291849290 -0.459366123
1578862401.688434349 -1.026406157 0.197095840 0.554425464 0.804405291 0.241826009 -0.320010495 -0.438230068
1578862401.753766200 -1.030498982 0.215680109 0.547282708 0.799451428 0.259209054 -0.323565995 -0.434733398
1578862402.016961299 -1.057636993 0.230850888 0.528187040 0.776679710 0.338495200 -0.341355147 -0.407021243
1578862402.313755499 -1.092249869 0.291876985 0.526351476 0.740685772 0.418807514 -0.359282890 -0.383276216
1578862402.709481500 -1.169538052 0.311412210 0.488325387 0.696676069 0.504570181 -0.367227292 -0.353829765
1578862403.038008600 -1.284025823 0.331139471 0.458469955 0.664872646 0.547045882 -0.379348334 -0.338791984
1578862403.433734400 -1.449152141 0.305762398 0.408086590 0.634139617 0.601299631 -0.365252333 -0.320774739
1578862403.566265149 -1.510732037 0.295980236 0.365331048 0.621541408 0.617017630 -0.359186420 -0.322429277
1578862403.993723549 -1.744156736 0.234389543 0.325585067 0.602129857 0.644671764 -0.355335262 -0.309151748
1578862404.355850249 -1.940307838 0.204051220 0.308027404 0.598893243 0.654213096 -0.352597613 -0.298340463
1578862404.454781400 -2.007976880 0.193460968 0.289003236 0.597881265 0.655554132 -0.353235272 -0.296667517
1578862405.113702649 -2.265462336 0.218244900 0.279582777 0.608115915 0.651529368 -0.342590127 -0.297214604
1578862405.277965750 -2.366415864 0.223480294 0.243795070 0.610584149 0.648835973 -0.340023910 -0.300969463
1578862405.608359699 -2.520808321 0.292480716 0.277330546 0.621494615 0.640764821 -0.328425675 -0.308709351
1578862405.936886600 -2.744330047 0.350913454 0.253441658 0.636662948 0.632281649 -0.309723448 -0.314565721
1578862406.465143449 -2.899392438 0.470268405 0.222115697 0.664493786 0.614512937 -0.277106293 -0.322542959
1578862406.530475600 -2.971791443 0.490893217 0.212644473 0.670483138 0.611403517 -0.273093512 -0.319465231
1578862407.090464649 -3.152944872 0.639739553 0.211014562 0.699757181 0.577221490 -0.256460774 -0.333741084
1578862407.551522750 -2.463639018 0.551872911 0.293118227 0.715101805 0.551817355 -0.243174179 -0.353543963
1578862407.650454099 -2.463806749 0.559505131 0.294511759 0.718861616 0.545796789 -0.241757336 -0.356226379
1578862408.111512150 -2.367217512 0.554199059 0.312675881 0.740485459 0.514030773 -0.235540770 -0.363282529
1578862408.210443400 -2.385273252 0.569692761 0.314152496 0.746676670 0.506454210 -0.234541415 -0.361895577
1578862408.835764849 -2.396464926 0.598146443 0.324237195 0.772156534 0.458275532 -0.222370483 -0.379880496
1578862409.429353599 -2.465767404 0.664351868 0.327433515 0.801476241 0.401108849 -0.216945307 -0.386887917
1578862409.494685599 -2.471949934 0.671359629 0.327484699 0.803493845 0.395727781 -0.214763873 -0.389453005
1578862410.218938450 -2.504862043 0.718718921 0.333690433 0.827644761 0.313901427 -0.219020067 -0.410487825
1578862410.252537749 -2.506699373 0.722842530 0.334200412 0.828384976 0.309961225 -0.220505352 -0.411193093
